stop_loss_pct,take_profit_pct,enable_trend_break_exit,market_open_delay_minutes,momentum_lookback_minutes,trade_count,total_pnl,return_pct,win_rate,avg_win,avg_loss,profit_factor,expectancy,max_drawdown_pct,sharpe,sortino,avg_bars_held,avg_mfe,avg_mae,exit_reasons
0.015,0.035,False,30,10,646,-27.21780355068711,-27.217803550687147,36.68730650154799,1.1448769985694083,-0.7299600298573027,0.9088344645960216,-0.04213282283388097,-34.173921724270905,-0.9955433841084312,-1.8017538662574206,115.29721362229103,0.014714878814825437,-0.011793744397807195,"{'stop': 321, 'eod': 220, 'take_profit': 105}"
0.015,0.06,True,30,10,1658,-27.576472664798263,-27.576472664798313,15.681544028950542,0.9456599837715395,-0.1955994767134467,0.8991527977448316,-0.016632371932930195,-39.85783868727208,-1.1330889458067686,-1.9175432659870888,36.20446320868516,0.008594424969751196,-0.004686991177690126,"{'trend_break': 1375, 'eod': 180, 'stop': 65, 'take_profit': 38}"
0.025,0.035,True,30,5,2004,-27.57910107275088,-27.579101072751012,16.367265469061877,0.9186411669378042,-0.19623711445605646,0.916145776255384,-0.013762026483408622,-39.18969397153022,-1.1360635185433776,-2.0225281526939085,30.629740518962077,0.007575580893688595,-0.004586102264170997,"{'trend_break': 1702, 'take_profit': 120, 'eod': 170, 'stop': 12}"
0.006,0.035,False,5,20,1408,-27.59702401012663,-27.597024010126802,20.525568181818183,1.143379199116608,-0.3199585456254034,0.9229205777267611,-0.0196001590981013,-39.80823050936172,-0.9986138449769295,-1.6860430497777958,49.8203125,0.010250621422020023,-0.006680019029068552,"{'stop': 1087, 'eod': 192, 'take_profit': 129}"
0.01,0.02,False,30,20,1101,-27.68504784019595,-27.68504784019611,35.78564940962761,0.8687659128208132,-0.5233080869753839,0.9251712624309233,-0.025145365885736556,-44.8512963253979,-1.247613689470149,-1.8031768464477844,63.7338782924614,0.010420527432600107,-0.008828300066067392,"{'stop': 640, 'take_profit': 273, 'eod': 188}"
0.01,0.02,False,5,5,1430,-27.782130394987725,-27.782130394987846,36.29370629370629,0.9147492818246642,-0.5516322806388457,0.9447162498056774,-0.01942806321327813,-54.46850970662474,-1.0701949994210618,-1.6454692102327892,59.11188811188811,0.010542240142358012,-0.00874487928849629,"{'stop': 834, 'take_profit': 367, 'eod': 229}"
0.025,0.06,True,30,10,1653,-27.883504732765935,-27.88350473276595,15.789473684210526,0.9557812068528746,-0.19924022968488952,0.8994618033132356,-0.016868423915768867,-37.682960793226876,-0.9796201528223064,-1.6583721931863178,36.562613430127044,0.00866927968535825,-0.004763069282578994,"{'trend_break': 1420, 'eod': 181, 'stop': 13, 'take_profit': 39}"
0.015,0.035,True,30,10,1908,-27.91565807088245,-27.915658070882543,17.452830188679243,0.9066292996366356,-0.20941156498405214,0.9153617549826256,-0.014630848045535876,-42.82825146688794,-1.1662885333369153,-2.1626063544721226,30.9769392033543,0.007831322689371497,-0.004816477465456362,"{'trend_break': 1536, 'take_profit': 115, 'eod': 173, 'stop': 84}"
0.006,0.035,False,5,5,1391,-27.940514374803232,-27.940514374803406,20.201294033069733,1.068498025685764,-0.29566527891216476,0.9148644214683974,-0.0200866386590965,-44.49540742307162,-0.9586991423789136,-1.4978968475163927,51.72106398274622,0.00987176580435009,-0.006703317145664109,"{'stop': 1073, 'eod': 196, 'take_profit': 122}"
0.006,0.035,True,5,20,2277,-28.090074806404,-28.090074806404076,14.536671058410189,1.0743963008681254,-0.1971815264099453,0.9267944790373094,-0.012336440406852877,-48.0143691681354,-1.0013888857066469,-1.5799744426719422,26.476943346508563,0.00745636023591306,-0.004424622824703097,"{'trend_break': 1250, 'stop': 728, 'eod': 161, 'take_profit': 138}"
0.015,0.02,True,5,20,2602,-28.115010545573934,-28.11501054557387,20.86856264411991,0.8127904846961335,-0.22800400375695695,0.9401120522541846,-0.010805153937576454,-50.75753285376028,-1.1203304052308332,-1.7288599673287515,23.06725595695619,0.00710606710629187,-0.004945616120595076,"{'take_profit': 347, 'trend_break': 1958, 'eod': 158, 'stop': 139}"
0.006,0.06,False,5,20,1059,-28.33163904931825,-28.331639049318568,18.69688385269122,1.171983202340405,-0.30242080500896457,0.8911929881234677,-0.026753200235428,-47.64685415925047,-1.0700236605019897,-1.8824727127022909,62.07554296506138,0.011369094717015147,-0.006747552765144396,"{'stop': 838, 'eod': 185, 'take_profit': 36}"
0.01,0.06,True,30,10,1683,-28.5417591683856,-28.54175916838553,14.795008912655971,0.9856399129317283,-0.19105027718855366,0.8958201053705356,-0.016958858685909448,-39.94043518889237,-1.2343391043119938,-2.01571936256808,35.3630421865716,0.00842204804351949,-0.004582379738726733,"{'trend_break': 1282, 'eod': 176, 'stop': 188, 'take_profit': 37}"
0.006,0.06,False,30,20,967,-28.91534786478214,-28.915347864782238,19.855222337125127,1.0821757978677093,-0.3054104529746869,0.8778361188566437,-0.0299021177505503,-35.8786681945585,-1.4327140473603015,-2.23598527728506,66.86866597724922,0.010975819172743737,-0.006601567794232181,"{'stop': 747, 'eod': 190, 'take_profit': 30}"
0.01,0.02,False,30,5,1235,-29.080455379956625,-29.080455379956792,36.35627530364373,0.8502935837077963,-0.5227255400314977,0.9292209161382834,-0.023546927433163257,-36.811518582355845,-1.537168983138523,-2.186969482977378,61.9668016194332,0.010177896090133913,-0.00862311593036282,"{'stop': 705, 'take_profit': 305, 'eod': 225}"
