entry_ts,exit_ts,symbol,qty,entry_price,exit_price,pnl,hold_sec,hold_min,exit_reason,trailed,entry_score,era,symbol_resolved
2026-04-17 14:37:11,2026-04-17 14:44:15,SPY,1.173129,710.32,709.927886,-0.46,424.8,7.08,trend_break,0,-0.000163,legacy,logged
2026-04-17 14:48:13,2026-04-17 14:52:16,IWM,3.02143,275.81,275.538605,-0.82,243.4,4.06,trend_break,0,-0.000203,legacy,logged
2026-04-17 15:01:15,2026-04-17 15:01:39,IWM,3.024172,275.54,275.52016,-0.06,24.5,0.41,trend_break,0,-0.000332,legacy,logged
2026-04-17 15:21:24,2026-04-17 15:23:31,IWM,3.029339,275.08,275.099806,0.06,127.1,2.12,trend_break,0,-0.000287,legacy,logged
2026-04-17 15:47:26,2026-04-17 15:50:32,SPY,1.173559,710.03,710.140774,0.13,186.2,3.1,trend_break,0,3.3e-05,legacy,logged
2026-04-17 15:41:24,2026-04-17 15:52:15,QQQ,1.284928,648.49,648.233176,-0.33,650.2,10.84,trend_break,0,0.001365,legacy,logged
2026-04-17 15:28:24,2026-04-17 15:55:28,IWM,3.028678,275.14,275.889502,2.27,1623.8,27.06,eod_flat,0,-0.00044,legacy,logged
2026-04-20 11:57:27,2026-04-20 12:03:29,IWM,3.007146,277.08,276.740808,-1.02,362.1,6.03,trend_break,0,-0.000159,legacy,logged
2026-04-20 12:40:17,2026-04-20 12:58:10,IWM,3.015853,276.32,276.28021,-0.12,1073.5,17.89,trend_break,0,-0.000696,legacy,logged
2026-04-20 12:07:42,2026-04-20 13:05:12,SPY,1.178055,707.38,707.422443,0.05,3450.8,57.51,trend_break,0,-0.000444,legacy,logged
2026-04-20 14:15:11,2026-04-20 14:32:22,SPY,1.176608,708.23,707.992028,-0.28,1030.7,17.18,trend_break,0,0.0002,legacy,logged
2026-04-20 14:33:14,2026-04-20 14:33:38,QQQ,1.289382,646.26,646.252244,-0.01,23.4,0.39,trend_break,0,-0.000217,legacy,logged
2026-04-20 14:53:11,2026-04-20 15:04:18,QQQ,1.288744,646.59,646.403772,-0.24,667.2,11.12,trend_break,0,0.000393,legacy,logged
2026-04-20 14:17:18,2026-04-20 15:55:33,IWM,3.008883,276.94,277.076263,0.41,5895.5,98.26,eod_flat,0,-0.000189,legacy,logged
2026-04-20 15:56:24,2026-04-20 15:56:46,QQQ,1.289302,646.33,646.283463,-0.06,22.1,0.37,eod_flat,0,0.000315,legacy,logged
2026-04-24 11:27:13,2026-04-24 11:30:45,SOXS,60.162455,13.86,13.749965,-6.62,211.6,3.53,hard_stop_synthetic,0,0.006726,leveraged,logged
2026-04-24 11:28:19,2026-04-24 11:45:10,SQQQ,15.644949,53.27,52.798282,-7.38,1011.5,16.86,hard_stop_synthetic,0,-0.000164,leveraged,logged
2026-04-24 11:17:18,2026-04-24 11:45:34,TQQQ,13.489558,61.761104,62.280024,7.0,1696.6,28.28,take_profit,0,0.001173,leveraged,logged
2026-04-24 11:58:17,2026-04-27 11:09:13,SOXS,61.223366,13.62,14.34995,44.69,256255.3,4270.92,take_profit,0,9.9e-05,leveraged,logged
2026-04-24 11:49:31,2026-04-27 11:22:22,TQQQ,13.413555,62.128201,61.750225,-5.07,257571.5,4292.86,hard_stop_synthetic,0,0.001867,leveraged,logged
2026-04-27 11:19:12,2026-04-27 11:36:40,SOXS,57.704294,14.45,14.360059,-5.19,1048.2,17.47,hard_stop_synthetic,0,0.003102,leveraged,logged
2026-04-27 11:14:13,2026-04-27 14:36:29,SQQQ,15.70688,53.06,52.569769,-7.7,12136.4,202.27,hard_stop_synthetic,0,-0.00024,leveraged,logged
2026-04-27 15:32:12,2026-04-27 15:42:48,SOXL,6.800931,122.500592,121.800688,-4.76,636.2,10.6,hard_stop_synthetic,0,0.00127,leveraged,logged
2026-04-27 15:35:19,2026-04-27 15:55:30,SQQQ,15.856327,52.56,52.500087,-0.95,1210.8,20.18,eod_flat,0,-6.5e-05,leveraged,logged
